date,region_id,type_id,average,lowest,highest,volume,order_count
2017-05-23,10000001,20,183.01,183.01,183.01,597788,30
2017-05-23,10000001,34,4.8,4.8,4.8,30092689,75
2017-05-23,10000001,35,5.2,5.2,5.2,22363731,44
2017-05-23,10000001,36,65,65,67,22123005,42
2017-05-23,10000001,37,46,46,46,3286749,32
2017-05-23,10000001,38,352.44,330,469,693512,31
2017-05-23,10000001,39,1157.97,1150,1399,40194,13
2017-05-23,10000001,40,1700,1700,1700,102938,15
2017-05-23,10000001,41,14,14,14,22130,3
2017-05-23,10000001,181,5,5,5,100,1
2017-05-23,10000001,185,23.89,23.89,23.89,100,1
2017-05-23,10000001,201,249.99,249.99,249.99,47100,15
2017-05-23,10000001,208,45,45,45,2100,3
2017-05-23,10000001,209,90,90,90,53000,2
2017-05-23,10000001,210,8.99,8.99,8.99,5857,7
2017-05-23,10000001,211,10,10,10,5696,6
2017-05-23,10000001,212,34,34,34,10100,2
2017-05-23,10000001,213,0.01,0.01,0.01,100,1
2017-05-23,10000001,215,4.95,4.95,4.95,1200,1
2017-05-23,10000001,220,0.05,0.05,0.05,100,1
2017-05-23,10000001,222,20,20,20,8200,4
2017-05-23,10000001,223,25,25,25,40000,1
2017-05-23,10000001,224,65.08,65.08,65.08,3000,1
2017-05-23,10000001,227,100.07,100.07,100.07,320,2
2017-05-23,10000001,228,54.99,54.99,54.99,7000,2
2017-05-23,10000001,229,90.07,90.07,90.07,7000,1
2017-05-23,10000001,230,94.99,94.99,94.99,57000,5
2017-05-23,10000001,232,49.99,49.99,49.99,8000,1
2017-05-23,10000001,238,257.01,257.01,257.01,15000,1
2017-05-23,10000001,239,0.02,0.02,0.02,1,1
2017-05-23,10000001,240,944.01,0.02,1888,2,2
2017-05-23,10000001,242,0.01,0.01,0.01,1,1
2017-05-23,10000001,243,0.02,0.02,0.02,3,3
2017-05-23,10000001,244,0.02,0.02,0.02,2,2
2017-05-23,10000001,245,6226,4034,6500,9,2
2017-05-23,10000001,246,1250.01,0.02,4999.98,4,4
2017-05-23,10000001,247,14000,14000,14000,6,1
2017-05-23,10000001,249,16000,16000,16000,7,1
2017-05-23,10000001,250,100,100,100,1,1
2017-05-23,10000001,254,25000,25000,25000,7,2
2017-05-23,10000001,263,0.01,0.01,0.01,1,1
2017-05-23,10000001,267,2.85,2.85,2.85,100,1
2017-05-23,10000001,269,20.09,20.09,20.09,2998,2
2017-05-23,10000001,377,100000,100000,100000,1,1
2017-05-23,10000001,399,19998.99,19998.99,19998.99,1,1
2017-05-23,10000001,400,475000,450000,500000,2,2
2017-05-23,10000001,434,106666.33,99999,110000,3,3
2017-05-23,10000001,438,2349999.99,2349999.98,2349999.99,2,2
2017-05-23,10000001,439,25000,25000,25000,1,1
2017-05-23,10000001,440,3900000,3900000,3900000,1,1
2017-05-23,10000001,448,1899999.9,1899999.9,1899999.9,1,1
2017-05-23,10000001,452,25400,25400,25400,2,2
2017-05-23,10000001,454,30000,30000,30000,1,1
2017-05-23,10000001,482,1190400.05,980000,2019999.99,10,5
2017-05-23,10000001,483,22800,20000,29800,7,3
2017-05-23,10000001,487,110000,110000,110000,1,1
2017-05-23,10000001,527,1090000,1090000,1090000,1,1
2017-05-23,10000001,562,29000,29000,29000,7,1
2017-05-23,10000001,578,111999.97,11000,162499.95,3,3
2017-05-23,10000001,585,600000,600000,600000,1,1
2017-05-23,10000001,586,666000,398000,800000,3,3
2017-05-23,10000001,587,820000,820000,820000,2,1
2017-05-23,10000001,589,451000,451000,451000,1,1
2017-05-23,10000001,590,268000,260000,270000,5,5
2017-05-23,10000001,593,475826.89,475826.89,475826.89,1,1
2017-05-23,10000001,596,20583.36,20583.36,20583.36,1,1
2017-05-23,10000001,597,522898.33,502499.99,563695,3,3
2017-05-23,10000001,598,775000,775000,775000,1,1
2017-05-23,10000001,599,5000,5000,5000,1,1
2017-05-23,10000001,602,247550,100,495000,2,2
2017-05-23,10000001,603,349999.99,349999.99,349999.99,1,1
2017-05-23,10000001,605,450000,400000,500000,4,4
2017-05-23,10000001,607,825000,825000,825000,1,1
2017-05-23,10000001,621,2000000.02,2000000.02,2000000.02,2,2
2017-05-23,10000001,622,9000000,9000000,9000000,1,1
2017-05-23,10000001,624,9200000,9200000,9200000,1,1
2017-05-23,10000001,626,9900000,9900000,9900000,1,1
2017-05-23,10000001,627,8000000,8000000,8000000,1,1
2017-05-23,10000001,648,10000,10000,10000,1,1
2017-05-23,10000001,650,1399999.99,1399999.99,1399999.99,1,1
2017-05-23,10000001,652,2500000,1800000,3200000,2,2
2017-05-23,10000001,655,3100000.02,3100000.02,3100000.02,1,1
2017-05-23,10000001,657,1725000,1500000,1950000,2,2
2017-05-23,10000001,672,40166.67,20000,50000,6,6
2017-05-23,10000001,1224,22.76,22.76,22.76,10992,4
2017-05-23,10000001,1226,302.36,302.36,302.36,2342,1
2017-05-23,10000001,1227,43.17,43.17,43.17,11850,1
2017-05-23,10000001,1228,20,14.57,25,11366,7
2017-05-23,10000001,1230,7.06,7.06,7.06,686730,15
2017-05-23,10000001,1231,600,600,600,10000,1
2017-05-23,10000001,1236,850000,600000,1100000,2,2
2017-05-23,10000001,1256,950000,950000,950000,1,1
2017-05-23,10000001,1317,15418.25,7995,19999.98,9,5
2017-05-23,10000001,1319,1282676.76,580000,4999999.5,13,9
2017-05-23,10000001,1335,560000,560000,560000,5,1
2017-05-23,10000001,1355,919999.98,919999.98,919999.98,2,1
2017-05-23,10000001,1403,60498.83,23998,96999.66,2,2
2017-05-23,10000001,1405,616315.79,500000,630000,19,6
2017-05-23,10000001,1422,900000.1,900000.1,900000.1,2,1
2017-05-23,10000001,1436,1500000,1500000,1500000,2,2
2017-05-23,10000001,1447,990000,990000,990000,1,1
2017-05-23,10000001,1541,899999.99,899999.99,899999.99,5,1
2017-05-23,10000001,1810,20,20,20,5000,1
2017-05-23,10000001,1814,0.01,0.01,0.01,100,1
2017-05-23,10000001,1816,9,9,9,6000,1
2017-05-23,10000001,1877,304850.13,304850.13,304850.13,4,1
2017-05-23,10000001,1944,2400000,1800000,3000000,2,2
2017-05-23,10000001,1948,50000,50000,50000,1,1
2017-05-23,10000001,1952,1200000,1200000,1200000,2,2
2017-05-23,10000001,1955,50000,50000,50000,1,1
2017-05-23,10000001,1956,50000,50000,50000,3,2
2017-05-23,10000001,1958,35000,35000,35000,1,1
2017-05-23,10000001,1977,75000.01,75000.01,75000.01,1,1
2017-05-23,10000001,1999,1115000,990000,1239999.99,2,2
2017-05-23,10000001,2024,1999999.99,1999999.99,1999999.99,1,1
2017-05-23,10000001,2032,580000,580000,580000,2,1
2017-05-23,10000001,2038,1290000,1280000,1299999.99,2,2
2017-05-23,10000001,2046,12500,9000,15999.99,2,2
2017-05-23,10000001,2048,424001.12,105055.25,500474.61,4,4
2017-05-23,10000001,2117,2999999.99,2999999.99,2999999.99,1,1
2017-05-23,10000001,2161,349999.98,349999.98,349999.98,2,2
2017-05-23,10000001,2173,40000,40000,40000,1,1
2017-05-23,10000001,2183,22479.17,20500,30000,24,5
2017-05-23,10000001,2185,1347058.61,1299999,1500000,17,5
2017-05-23,10000001,2195,2450000,2450000,2450000,2,1
2017-05-23,10000001,2203,6144.44,4200,9000,54,7
2017-05-23,10000001,2205,577638.23,510000,597900,13,5
2017-05-23,10000001,2254,60000,60000,60000,3,1
2017-05-23,10000001,2281,2670000.01,2500000,2840000.01,2,2
2017-05-23,10000001,2293,225000,225000,225000,1,1
2017-05-23,10000001,2295,201545,153090,250000,2,2
2017-05-23,10000001,2297,1800000,1800000,1800000,1,1
2017-05-23,10000001,2299,1800000,1800000,1800000,1,1
2017-05-23,10000001,2301,2199999.98,2199999.98,2199999.98,1,1
2017-05-23,10000001,2303,101000.01,101000.01,101000.01,1,1
2017-05-23,10000001,2364,1010000,990000,1050000,3,2
2017-05-23,10000001,2399,700,700,700,420,1
