date,region_id,type_id,average,lowest,highest,volume,order_count
2016-08-17,10000001,20,160,160,160,9471,4
2016-08-17,10000001,34,4.25,4.23,4.4,39428024,51
2016-08-17,10000001,35,10.24,10.24,10.24,19759093,37
2016-08-17,10000001,36,48.13,48.13,48.13,2989460,32
2016-08-17,10000001,37,68.03,68.03,68.03,1603105,28
2016-08-17,10000001,38,300.03,300.03,414.25,258838,29
2016-08-17,10000001,39,1444,1444,1599.5,56439,19
2016-08-17,10000001,40,1699,1699,1699,27450,19
2016-08-17,10000001,43,0.02,0.02,0.02,10,1
2016-08-17,10000001,45,0.1,0.1,0.1,10,1
2016-08-17,10000001,178,0.01,0.01,0.01,300,3
2016-08-17,10000001,179,0.01,0.01,0.01,100,1
2016-08-17,10000001,180,0.01,0.01,0.01,200,1
2016-08-17,10000001,181,0.01,0.01,0.01,100,1
2016-08-17,10000001,182,0.01,0.01,0.01,300,1
2016-08-17,10000001,183,29.99,29.99,29.99,4512,4
2016-08-17,10000001,184,38.99,38.99,38.99,2500,4
2016-08-17,10000001,185,19.97,19.97,19.97,2520,4
2016-08-17,10000001,186,0.01,0.01,0.01,14,1
2016-08-17,10000001,190,0.01,0.01,0.01,100,1
2016-08-17,10000001,191,1.44,1.44,1.44,100,1
2016-08-17,10000001,193,1.67,1.67,1.67,100,1
2016-08-17,10000001,196,0.01,0.01,0.01,100,1
2016-08-17,10000001,197,1.5,1.5,1.5,98,1
2016-08-17,10000001,201,3,3,3,200,1
2016-08-17,10000001,202,300,300,300,10000,1
2016-08-17,10000001,206,1.01,1.01,1.01,100,1
2016-08-17,10000001,207,99,99,99,10000,1
2016-08-17,10000001,208,95,95,95,1000,1
2016-08-17,10000001,209,99.99,99.99,99.99,22193,4
2016-08-17,10000001,210,25.09,25.09,25.09,1832,2
2016-08-17,10000001,211,5,5,5,200,1
2016-08-17,10000001,212,16,16,16,200,2
2016-08-17,10000001,213,19.99,19.99,19.99,2307,4
2016-08-17,10000001,215,40.01,40.01,40.01,1080,2
2016-08-17,10000001,216,1,1,1,100,1
2016-08-17,10000001,217,1,1,1,100,1
2016-08-17,10000001,218,1,1,1,92,1
2016-08-17,10000001,219,27.55,27.55,27.55,1000,1
2016-08-17,10000001,220,1,1,1,100,1
2016-08-17,10000001,221,2.8,1.08,4.51,200,2
2016-08-17,10000001,222,29.88,29.88,29.89,2300,4
2016-08-17,10000001,223,0.2,0.2,0.2,600,2
2016-08-17,10000001,224,59.99,59.99,59.99,500,1
2016-08-17,10000001,225,1.02,1.02,1.02,200,1
2016-08-17,10000001,226,1,1,1,200,1
2016-08-17,10000001,227,1,1,1,360,1
2016-08-17,10000001,228,85,85,85,10100,2
2016-08-17,10000001,229,1,1,1,100,1
2016-08-17,10000001,230,2.19,2.19,2.19,200,1
2016-08-17,10000001,234,0.01,0.01,0.01,192,2
2016-08-17,10000001,236,119.7,119.7,119.7,10000,1
2016-08-17,10000001,238,1,1,1,102,1
2016-08-17,10000001,239,100.08,100.08,100.08,2,2
2016-08-17,10000001,240,10,10,10,1,1
2016-08-17,10000001,241,100.07,100.06,100.07,2,2
2016-08-17,10000001,242,100.08,100.06,100.1,2,2
2016-08-17,10000001,243,100.1,100.1,100.1,1,1
2016-08-17,10000001,245,200.74,200.73,200.75,2,2
2016-08-17,10000001,246,100.32,100.32,100.32,5,5
2016-08-17,10000001,248,100000,100000,100000,8,1
2016-08-17,10000001,252,11.58,11.58,11.58,1,1
2016-08-17,10000001,377,30000,30000,30000,1,1
2016-08-17,10000001,380,599999.98,599999.97,599999.99,3,3
2016-08-17,10000001,394,359999.99,359999.99,359999.99,2,2
2016-08-17,10000001,400,589999.99,589999.99,589999.99,1,1
2016-08-17,10000001,434,27500.77,1.02,110000,4,2
2016-08-17,10000001,438,2850000,2699999.99,3000000,2,2
2016-08-17,10000001,439,18909,18909,18909,1,1
2016-08-17,10000001,444,12900,12900,12900,2,2
2016-08-17,10000001,448,1829999.99,1829999.99,1829999.99,1,1
2016-08-17,10000001,501,99999.99,99999.99,99999.99,1,1
2016-08-17,10000001,519,57000.08,57000.08,57000.08,2,2
2016-08-17,10000001,527,1349999.97,1349999.97,1349999.97,1,1
2016-08-17,10000001,564,58000,58000,58000,8,1
2016-08-17,10000001,578,84000,0.01,209999.99,5,3
2016-08-17,10000001,584,36000,36000,36000,10,1
2016-08-17,10000001,585,551.37,551.37,551.37,8,1
2016-08-17,10000001,586,630000,570000,750000,3,3
2016-08-17,10000001,587,500000,500000,500000,1,1
2016-08-17,10000001,589,1000,1000,1000,7,1
2016-08-17,10000001,602,999999.99,999999.99,999999.99,1,1
2016-08-17,10000001,605,196723.63,50000,636894.5,8,3
2016-08-17,10000001,607,799999.99,799999.99,799999.99,1,1
2016-08-17,10000001,608,88888.89,50000,400000,9,2
2016-08-17,10000001,621,6000000.03,6000000.03,6000000.03,1,1
2016-08-17,10000001,638,149000000,149000000,149000000,1,1
2016-08-17,10000001,641,129010000,129010000,129010000,1,1
2016-08-17,10000001,642,226000000.01,226000000.01,226000000.01,1,1
2016-08-17,10000001,651,1000000,1000000,1000000,1,1
2016-08-17,10000001,653,2100000.02,2100000.02,2100000.02,1,1
2016-08-17,10000001,655,1900000,1900000,1900000,1,1
2016-08-17,10000001,657,2487500,2250000,3250000,4,4
2016-08-17,10000001,672,16641.18,100.01,29999.99,17,9
2016-08-17,10000001,1102,900000,900000,900000,1,1
2016-08-17,10000001,1224,35.01,35.01,35.01,16740,2
2016-08-17,10000001,1226,370,370,370,3054,1
2016-08-17,10000001,1228,58.49,52,64.97,3000,2
2016-08-17,10000001,1231,1300,1300,1300,8000,1
2016-08-17,10000001,1244,50000,50000,50000,3,1
2016-08-17,10000001,1266,99999.99,99999.99,99999.99,1,1
2016-08-17,10000001,1284,34500,34500,34500,1,1
2016-08-17,10000001,1317,150000,150000,150000,1,1
2016-08-17,10000001,1319,1239280.18,650000,3232312.98,22,9
2016-08-17,10000001,1403,18499.5,17000,19999,2,2
2016-08-17,10000001,1405,649423.12,582293.44,850000,17,8
2016-08-17,10000001,1541,980000.01,980000.01,980000.01,1,1
2016-08-17,10000001,1808,58989,58989,58989,2,1
2016-08-17,10000001,1809,900000,900000,900000,1,1
2016-08-17,10000001,1814,0.01,0.01,0.01,300,1
2016-08-17,10000001,1820,99,99,99,4000,1
2016-08-17,10000001,1944,1333336.67,100010,1950000,3,3
2016-08-17,10000001,1998,75000,75000,75000,1,1
2016-08-17,10000001,1999,1259999.99,1259999.99,1259999.99,6,1
2016-08-17,10000001,2038,699999.97,699999.97,699999.97,2,2
2016-08-17,10000001,2046,49999.89,49999.89,49999.89,1,1
2016-08-17,10000001,2048,532962.65,499999.99,598887.98,3,3
2016-08-17,10000001,2161,400000,400000,400000,1,1
2016-08-17,10000001,2173,39000,39000,39000,10,1
2016-08-17,10000001,2183,48395.6,30000,84000,21,4
2016-08-17,10000001,2185,825570,825570,825570,2,1
2016-08-17,10000001,2193,193000.01,193000.01,193000.01,5,1
2016-08-17,10000001,2203,4785.7,500,4999.98,21,2
2016-08-17,10000001,2205,549990,549990,549990,10,2
2016-08-17,10000001,2254,220000,220000,220000,1,1
2016-08-17,10000001,2281,2108749.49,1899998.99,2500000,16,7
2016-08-17,10000001,2301,2499989.99,2499989.99,2499989.99,2,2
2016-08-17,10000001,2303,2210000.01,2210000.01,2210000.01,1,1
2016-08-17,10000001,2333,533805.59,67611.13,1000000.05,4,4
2016-08-17,10000001,2364,999999.99,999999.99,999999.99,3,1
2016-08-17,10000001,2403,13398000.09,13398000.09,13398000.09,2,2
2016-08-17,10000001,2406,1199000.09,1199000.09,1199000.09,1,1
2016-08-17,10000001,2444,124442.22,50000,140774.89,13,3
2016-08-17,10000001,2454,12476.51,58.03,25000.01,26,11
2016-08-17,10000001,2456,393472.01,348999,419000,36,11
2016-08-17,10000001,2464,7.19,7.19,7.19,1,1
2016-08-17,10000001,2486,7500,6000,8999.99,10,2
2016-08-17,10000001,2488,453153.87,350000,499000,13,3
2016-08-17,10000001,2495,899000,899000,899000,1,1
2016-08-17,10000001,2505,599000,599000,599000,1,1
2016-08-17,10000001,2506,599.09,599.09,599.09,300,1
2016-08-17,10000001,2514,0.01,0.01,0.01,100,1
2016-08-17,10000001,2524,243000.07,243000.07,243000.07,8,1
2016-08-17,10000001,2525,243000.07,243000.07,243000.07,8,1
2016-08-17,10000001,2533,243000.07,243000.07,243000.07,9,2
2016-08-17,10000001,2534,243000.07,243000.07,243000.07,19,3
2016-08-17,10000001,2549,243000.07,243000.07,243000.07,8,1
2016-08-17,10000001,2550,243000.07,243000.07,243000.07,8,1
2016-08-17,10000001,2553,999999.99,999999.99,999999.99,1,1
2016-08-17,10000001,2605,1411110.32,674999.47,1999999,9,5
2016-08-17,10000001,2679,418,418,418,5800,2
2016-08-17,10000001,2870,0.03,0.03,0.03,1,1
2016-08-17,10000001,2998,88500000,88500000,88500000,1,1
2016-08-17,10000001,3178,1310000.03,1310000.03,1310000.03,2,2
2016-08-17,10000001,3184,2247995.99,2247995.99,2247995.99,1,1
2016-08-17,10000001,3186,551000,551000,551000,8,8
2016-08-17,10000001,3243,900000,900000,900000,1,1
2016-08-17,10000001,3293,850000,850000,850000,1,1
2016-08-17,10000001,3303,23000,23000,23000,1,1
2016-08-17,10000001,3304,118000,118000,118000,1,1
2016-08-17,10000001,3330,47000.09,47000.09,47000.09,1,1
2016-08-17,10000001,3335,980000.88,980000.88,980000.88,1,1
2016-08-17,10000001,3337,4999000,4999000,4999000,1,1
2016-08-17,10000001,3338,4999000,4999000,4999000,2,2
2016-08-17,10000001,3342,359000.09,359000.09,359000.09,2,2
2016-08-17,10000001,3351,3980000.87,3980000.87,3980000.87,1,1
2016-08-17,10000001,3355,199000,199000,199000,2,2
2016-08-17,10000001,3363,699000,699000,699000,1,1
2016-08-17,10000001,3380,198000,198000,198000,1,1
2016-08-17,10000001,3418,172000,172000,172000,1,1
2016-08-17,10000001,3429,248000.09,248000.09,248000.09,1,1
2016-08-17,10000001,3438,148500,148000,149000,2,2
2016-08-17,10000001,3439,239000.09,239000.09,239000.09,1,1
2016-08-17,10000001,3440,570000.87,570000.87,570000.87,1,1
2016-08-17,10000001,3441,780000.82,780000.82,780000.82,1,1
2016-08-17,10000001,3446,399000,399000,399000,1,1
2016-08-17,10000001,3467,45000,45000,45000,3,1
2016-08-17,10000001,3520,2110000.01,2110000.01,2110000.01,4,1
2016-08-17,10000001,3568,1000000,1000000,1000000,1,1
2016-08-17,10000001,3645,0.01,0.01,0.01,20,2
2016-08-17,10000001,3673,0.02,0.02,0.02,10,1
2016-08-17,10000001,3689,100,100,100,24,1
2016-08-17,10000001,3777,0.02,0.02,0.02,10,1
2016-08-17,10000001,3812,141,141,141,28,1
2016-08-17,10000001,3828,11000,11000,11000,12,1
2016-08-17,10000001,3829,907.03,907.03,907.03,2,2
2016-08-17,10000001,3831,800000.09,800000.09,800000.09,1,1
2016-08-17,10000001,3841,1438888,1438888,1438888,1,1
2016-08-17,10000001,3888,1219999.89,1219999.89,1219999.89,4,4
2016-08-17,10000001,4051,22000,22000,22000,2000,1
2016-08-17,10000001,4247,23500,23500,23500,5000,1
2016-08-17,10000001,4250,2799999.99,2799999.99,2799999.99,4,1
2016-08-17,10000001,4258,1500000,1500000,1500000,1,1
2016-08-17,10000001,4312,22000,22000,22000,20,1
2016-08-17,10000001,4393,115000.01,115000.01,115000.01,1,1
2016-08-17,10000001,4405,1361999.91,1250000,1389999.89,5,3
2016-08-17,10000001,4435,270000,270000,270000,4,1
2016-08-17,10000001,4471,194000,194000,194000,1,1
2016-08-17,10000001,4477,1616.5,1616.5,1616.5,1,1
2016-08-17,10000001,4529,200,200,200,1,1
2016-08-17,10000001,4531,36732.67,99,110000,3,3
2016-08-17,10000001,4535,24000,24000,24000,1,1
2016-08-17,10000001,4787,99.01,99.01,99.01,1,1
2016-08-17,10000001,4835,182500,182500,182500,1,1
2016-08-17,10000001,5011,490001.14,2,980000.28,2,2
2016-08-17,10000001,5089,99,99,99,2,1
2016-08-17,10000001,5093,0.99,0.99,0.99,1,1
2016-08-17,10000001,5141,69000,69000,69000,1,1
2016-08-17,10000001,5239,50012.5,25,99999.99,4,3
2016-08-17,10000001,5245,288000.02,288000.02,288000.02,8,1
2016-08-17,10000001,5339,8.07,8.07,8.07,1,1
2016-08-17,10000001,5443,221.91,221.91,221.91,1,1
2016-08-17,10000001,5493,22055,110,44000,2,2
2016-08-17,10000001,5599,592665.53,397995.67,690000.46,3,2
2016-08-17,10000001,5647,50000,50000,50000,1,1
2016-08-17,10000001,5871,8.57,8.57,8.57,1,1
2016-08-17,10000001,5973,675000,599999.99,750000,2,2
2016-08-17,10000001,6001,26063,2,52124,2,2
2016-08-17,10000001,6003,2,2,2,1,1
2016-08-17,10000001,6160,1051,1051,1051,1,1
2016-08-17,10000001,6437,197000.06,197000.06,197000.06,1,1
2016-08-17,10000001,6631,200,199.95,200.01,9,9
2016-08-17,10000001,6637,1.05,1.05,1.05,1,1
2016-08-17,10000001,6963,1422777.78,885000.05,1490000,9,4
2016-08-17,10000001,7581,410000.06,410000.06,410000.06,6,1
2016-08-17,10000001,7619,25888.03,25888.03,25888.03,1,1
2016-08-17,10000001,7709,399999.99,399999.99,399999.99,4,1
2016-08-17,10000001,7997,480000.03,480000.03,480000.03,7,1
2016-08-17,10000001,8023,0.01,0.01,0.01,1,1
2016-08-17,10000001,8089,480003.03,15.21,599999.99,5,2
2016-08-17,10000001,8105,2500000,2500000,2500000,8,1
2016-08-17,10000001,8263,239000,239000,239000,5,1
2016-08-17,10000001,8419,199000,199000,199000,2,1
2016-08-17,10000001,8427,622501.84,7.29,830000.02,4,2
2016-08-17,10000001,8433,999999.89,999999.89,999999.89,2,1
2016-08-17,10000001,8517,995342.97,329009.59,2328009.73,3,3
2016-08-17,10000001,8529,4001.38,4001.38,4001.38,3,2
2016-08-17,10000001,8531,4999,4999,4999,1,1
2016-08-17,10000001,8759,15104.63,15104.63,15104.63,1,1
2016-08-17,10000001,8865,0.01,0.01,0.01,1,1
2016-08-17,10000001,8867,0.01,0.01,0.01,1,1
2016-08-17,10000001,9139,3090.47,3090.47,3090.47,1,1
2016-08-17,10000001,9580,349999.99,349999.99,349999.99,1,1
2016-08-17,10000001,9622,86845.99,3114.98,142999.99,5,4
2016-08-17,10000001,9632,399999.89,399999.89,399999.89,1,1
2016-08-17,10000001,9744,100.99,100.99,100.99,2,2
2016-08-17,10000001,9826,364.73,349.22,385.88,29,5
2016-08-17,10000001,9830,0.03,0.03,0.03,64,1
2016-08-17,10000001,9838,0.03,0.03,0.03,6,1
2016-08-17,10000001,9842,1300.03,1300.03,1300.03,3,1
2016-08-17,10000001,9941,15010000.01,15010000.01,15010000.01,1,1
