date,region_id,type_id,average,lowest,highest,volume,order_count
2016-11-10,10000001,20,260,260,260,8000,1
2016-11-10,10000001,34,4,4,4,16038981,31
2016-11-10,10000001,35,8.01,8.01,8.01,1366331,21
2016-11-10,10000001,36,76,76,76,1346810,19
2016-11-10,10000001,37,68.35,68.35,68.35,205945,16
2016-11-10,10000001,38,310.07,310.07,310.07,135281,18
2016-11-10,10000001,39,1448.39,1448.39,1448.39,56140,13
2016-11-10,10000001,40,1350,1350,1350,17023,10
2016-11-10,10000001,41,28.34,28.34,28.34,20000,4
2016-11-10,10000001,42,300,300,300,10,1
2016-11-10,10000001,45,39.1,39.1,39.1,10,1
2016-11-10,10000001,181,19.97,19.97,19.97,1100,2
2016-11-10,10000001,186,0.3,0.3,0.3,2000,1
2016-11-10,10000001,189,1.46,1.46,1.46,2000,1
2016-11-10,10000001,190,1,1,1,4000,1
2016-11-10,10000001,191,1.46,1.46,1.46,2000,1
2016-11-10,10000001,192,1,1,1,2000,1
2016-11-10,10000001,193,1.75,1.75,1.75,9942,3
2016-11-10,10000001,202,330,330,330,4000,1
2016-11-10,10000001,203,339.99,339.99,339.99,1000,1
2016-11-10,10000001,206,75.09,75.09,75.09,2000,1
2016-11-10,10000001,207,41,41,41,2300,1
2016-11-10,10000001,208,55,55,55,1700,1
2016-11-10,10000001,209,78,78,78,1968,1
2016-11-10,10000001,210,22,22,22,3002,3
2016-11-10,10000001,211,23,23,23,3050,3
2016-11-10,10000001,212,19.99,19.99,19.99,3000,1
2016-11-10,10000001,222,1.02,1.02,1.02,198,2
2016-11-10,10000001,241,2500,2500,2500,1,1
2016-11-10,10000001,244,1,1,1,1,1
2016-11-10,10000001,246,52401.41,15999.99,99000.03,13,5
2016-11-10,10000001,254,41000,41000,41000,5,1
2016-11-10,10000001,380,590000,590000,590000,3,2
2016-11-10,10000001,400,50000,50000,50000,1,1
2016-11-10,10000001,434,175000,150000,200000,2,2
2016-11-10,10000001,438,2500000,2500000,2500000,1,1
2016-11-10,10000001,439,14998,14998,14998,1,1
2016-11-10,10000001,440,3955000,3955000,3955000,1,1
2016-11-10,10000001,450,95000,95000,95000,1,1
2016-11-10,10000001,456,254000,254000,254000,5,1
2016-11-10,10000001,482,700000,700000,700000,4,1
2016-11-10,10000001,483,16000.13,16000.13,16000.13,2,1
2016-11-10,10000001,484,50000,50000,50000,2,1
2016-11-10,10000001,499,27000,27000,27000,2,1
2016-11-10,10000001,501,88695.65,88695.65,88695.65,4,1
2016-11-10,10000001,519,630034.1,80100.2,933323.99,8,4
2016-11-10,10000001,523,69000,38000,100000,2,2
2016-11-10,10000001,526,125000,125000,125000,2,2
2016-11-10,10000001,578,198999.99,198999.99,198999.99,2,2
2016-11-10,10000001,583,600000,600000,600000,1,1
2016-11-10,10000001,585,787499.49,674999,899999.98,2,2
2016-11-10,10000001,593,39000,39000,39000,1,1
2016-11-10,10000001,596,100,100,100,1,1
2016-11-10,10000001,597,49999,49999,49999,1,1
2016-11-10,10000001,598,480000,480000,480000,1,1
2016-11-10,10000001,599,260000,260000,260000,1,1
2016-11-10,10000001,601,1000000,1000000,1000000,1,1
2016-11-10,10000001,602,1037500,350000,1999999.99,12,4
2016-11-10,10000001,605,429670,65010,612000,3,3
2016-11-10,10000001,624,15900000.01,15900000.01,15900000.01,1,1
2016-11-10,10000001,625,8350000,8350000,8350000,1,1
2016-11-10,10000001,626,13500000,13500000,13500000,1,1
2016-11-10,10000001,629,3000000,3000000,3000000,1,1
2016-11-10,10000001,639,155000000.01,155000000.01,155000000.01,1,1
2016-11-10,10000001,644,155010000.01,155010000.01,155010000.01,1,1
2016-11-10,10000001,648,1849999,1849999,1849999,2,2
2016-11-10,10000001,654,2099999,2099999,2099999,1,1
2016-11-10,10000001,655,1800000,1800000,1800000,2,2
2016-11-10,10000001,656,1000000,1000000,1000000,1,1
2016-11-10,10000001,657,3250000,3250000,3250000,1,1
2016-11-10,10000001,672,46250,32499.99,60000,4,4
2016-11-10,10000001,902,1900000,1900000,1900000,1,1
2016-11-10,10000001,1183,850000,850000,850000,1,1
2016-11-10,10000001,1185,40000,40000,40000,1,1
2016-11-10,10000001,1224,30.01,30.01,30.01,219556,3
2016-11-10,10000001,1227,180,180,180,20000,2
2016-11-10,10000001,1228,15,15,15,455020,8
2016-11-10,10000001,1230,13.25,13.25,13.25,299097,4
2016-11-10,10000001,1231,350,350,350,5130,2
2016-11-10,10000001,1236,699999.97,699999.97,699999.97,2,1
2016-11-10,10000001,1244,12000,12000,12000,2,1
2016-11-10,10000001,1317,8000,8000,8000,6,3
2016-11-10,10000001,1319,1342007.51,749998,5000000.05,25,12
2016-11-10,10000001,1335,1590000.01,1590000.01,1590000.01,6,1
2016-11-10,10000001,1403,12490,12490,12490,24,1
2016-11-10,10000001,1405,1203538.39,798999.99,2500000,13,9
2016-11-10,10000001,1447,1100000.1,1100000.1,1100000.1,3,1
2016-11-10,10000001,1808,60000,60000,60000,1,1
2016-11-10,10000001,1952,1300000.1,1300000.1,1300000.1,1,1
2016-11-10,10000001,1978,1255555,1255555,1255555,1,1
2016-11-10,10000001,1999,698986.92,698986.92,698986.92,2,1
2016-11-10,10000001,2018,110000,110000,110000,3,2
2016-11-10,10000001,2024,1349886,1349886,1349886,1,1
2016-11-10,10000001,2032,623333.34,500000,870000.03,3,2
2016-11-10,10000001,2046,25000,25000,25000,3,3
2016-11-10,10000001,2048,674839.02,599436.46,955000,7,6
2016-11-10,10000001,2175,1499999.99,1499999.99,1499999.99,10,1
2016-11-10,10000001,2183,16573.43,2307.68,18000,11,2
2016-11-10,10000001,2185,1494285.79,1400000.1,2100000,7,3
2016-11-10,10000001,2203,4205,3999.01,7750,17,3
2016-11-10,10000001,2205,543548.37,425000,599999.97,31,5
2016-11-10,10000001,2281,2220000,2220000,2220000,2,1
2016-11-10,10000001,2301,2399999.97,2399999.97,2399999.97,1,1
2016-11-10,10000001,2328,10500,10500,10500,2330,1
2016-11-10,10000001,2333,1150599.82,1150599.82,1150599.82,1,1
2016-11-10,10000001,2364,950000.05,900000,1000000.1,4,2
2016-11-10,10000001,2389,200,200,200,2360,1
2016-11-10,10000001,2444,249999,249999,249999,5,1
2016-11-10,10000001,2454,1217.83,59.03,8750,15,6
2016-11-10,10000001,2456,417328.61,399999,550000,85,8
2016-11-10,10000001,2464,8999,8999,8999,5,1
2016-11-10,10000001,2466,395995,395995,395995,6,2
2016-11-10,10000001,2486,5529.1,1000,6100,10,3
2016-11-10,10000001,2488,551875.02,539000,600000,32,5
2016-11-10,10000001,2512,15.57,15.57,15.57,100,1
2016-11-10,10000001,2524,243000.06,243000.06,243000.06,2,1
2016-11-10,10000001,2525,150000,150000,150000,1,1
2016-11-10,10000001,2605,476666.46,425000,500000,9,5
2016-11-10,10000001,2679,420.01,420.01,420.01,6905,1
2016-11-10,10000001,2913,1200000.1,1200000.1,1200000.1,5,1
2016-11-10,10000001,2969,4600000.03,4600000.03,4600000.03,1,1
2016-11-10,10000001,3033,2399000,2399000,2399000,4,1
2016-11-10,10000001,3146,2750000,2750000,2750000,4,1
2016-11-10,10000001,3170,998000,998000,998000,3,1
2016-11-10,10000001,3178,1000000,1000000,1000000,2,1
2016-11-10,10000001,3296,80000,80000,80000,1,1
2016-11-10,10000001,3303,49000,49000,49000,1,1
2016-11-10,10000001,3306,499000,499000,499000,2,2
2016-11-10,10000001,3310,599000,599000,599000,1,1
2016-11-10,10000001,3316,499000.09,499000.09,499000.09,1,1
2016-11-10,10000001,3319,570000.88,570000.88,570000.88,1,1
2016-11-10,10000001,3320,499000,499000,499000,1,1
2016-11-10,10000001,3321,470000.87,470000.87,470000.87,1,1
2016-11-10,10000001,3328,148500,48000,249000,2,2
2016-11-10,10000001,3329,99000,99000,99000,1,1
2016-11-10,10000001,3331,99000,99000,99000,1,1
2016-11-10,10000001,3332,799000,799000,799000,1,1
2016-11-10,10000001,3334,780000.87,780000.87,780000.87,1,1
2016-11-10,10000001,3335,699000,699000,699000,2,2
2016-11-10,10000001,3355,299000,299000,299000,1,1
2016-11-10,10000001,3357,399000,399000,399000,1,1
2016-11-10,10000001,3358,299000.06,299000.06,299000.06,1,1
2016-11-10,10000001,3359,699000,699000,699000,1,1
2016-11-10,10000001,3385,370000.83,370000.83,370000.83,1,1
2016-11-10,10000001,3389,350000,350000,350000,1,1
2016-11-10,10000001,3405,100000,100000,100000,1,1
2016-11-10,10000001,3421,349000,349000,349000,1,1
2016-11-10,10000001,3422,498000,498000,498000,2,2
